Outbreak ID,Date,Year,Province ,Territory ,Health Zone,Cases,Deaths,CFR (%),Population,"Cases/100,000","Deaths/100,000"
COD18-3-25-1,25 Mar,2018,,,,497,10,2.012,"84,068,091",0.5912,0.0119
COD18-3-25-1,25 Mar,2018,Maï-Ndombe,,,84,,,"84,068,091",0.0999,
COD18-3-25-1,25 Mar,2018,Nord-Kivu,,,77,,,"84,068,091",0.0916,
COD18-3-25-1,25 Mar,2018,Equateur ,,,73,,,"84,068,091",0.0868,
COD18-3-25-1,25 Mar,2018,Sud-Kivu,,,58,,,"84,068,091",0.0690,
COD18-3-25-1,25 Mar,2018,Kongo-Central,,,56,,,"84,068,091",0.0666,
COD18-3-25-1,25 Mar,2018,Kinshasa,,,26,0,0.000,"84,068,091",0.0309,
COD18-3-25-1,25 Mar,2018,Kasaï-Oriental ,Mbuji-Mayi,,20,,,"84,068,091",0.0238,
COD18-4-23-1,23 Apr,2018,,,,271,,,"84,068,091",0.3224,
COD18-4-30-1,30 Apr,2018,,,,321,,,"84,068,091",0.3818,
COD18-6-5-1,5 Jun,2018,Kasaï-Oriental ,Mbuji-Mayi,,645,33,5.116,"84,068,091",0.7672,0.0393
COD18-8-9-1,9 Aug,2018,Kasaï-Oriental ,Beni,Kasana,667,32,4.798,"84,068,091",0.7934,0.0381
COD18-8-17-1,17 Aug,2018,Kasaï-Oriental ,,,"2,100",125,5.952,"84,068,091",2.4980,0.1487
COD18-9-16-1,16 Sep,2018,Equateur ,Lukolela,,30,,,"84,068,091",0.0357,
COD18-10-1-1,1 Oct,2018,Kasaï-Oriental ,,,"4,780",249,5.209,"84,068,091",5.6859,0.2962
COD18-11-11-1,11 Nov,2018,Tanganyika,,,"2,546",25,0.982,"84,068,091",3.0285,0.0297
COD18-11-14-1,14 Nov,2018,,,,"25,000",857,3.428,"84,068,091",29.7378,1.0194
COD18-11-14-1,14 Nov,2018,Kasaï-Oriental ,,,,,,,,
COD18-11-14-1,14 Nov,2018,Haut-Lomami,,,,,,,,
COD18-11-14-1,14 Nov,2018,Sud-Kivu,,,,,,,,
COD18-11-14-1,14 Nov,2018,Tanganyika,,,,,,,,
COD18-11-14-1,14 Nov,2018,Haut-Katanga,,,,,,,,
COD18-22-23-1,23 Nov,2018,Haut-Katanga,Pweto,,16,,,"84,068,091",0.0190,
COD19-1-19-1,19 Jan,2019,Haut-Katanga,Lubumbashi,,"1,304",64,4.908,"86,790,567",1.5025,0.0737
COD19-1-27-1,27 Jan,2019,,,,"2,705",71,2.625,"86,790,567",3.1167,0.0818
COD19-1-27-1,27 Jan,2019,Haut-Katanga,,,927,32,3.452,"86,790,567",1.0681,0.0369
COD19-1-27-1,27 Jan,2019,Haut-Lomami,,,,,,,,
COD19-1-27-1,27 Jan,2019,Sud-Kivu,,,,,,,,
COD19-1-27-1,27 Jan,2019,Tanganyika,,,,,,,,
COD19-2-23-1,23 Feb,2019,Haut-Katanga,,,209,,,"86,790,567",0.2408,
COD19-2-23-1,23 Feb,2019,Haut-Lomami,,,100,,,"86,790,567",0.1152,
COD19-3-11-1,11 Mar,2019,Sud-Kivu,,,54,,,"86,790,567",0.0622,
COD19-3-23-1,25 Mar,2019,Haut-Lomami,,,35,,,"86,790,567",0.0403,
COD19-4-1-1,1 Apr,2019,Haut-Lomami,,,80,,,"86,790,567",0.0922,
COD19-4-15-1,15 Apr,2019,Sud-Kivu,,,91,,,"86,790,567",0.1049,
COD19-5-6-1,6 May,2019,Tanganyika,,,113,,,"86,790,567",0.1302,
COD19-5-13-1,13 May,2019,Sud-Kivu,,,161,,,"86,790,567",0.1855,
COD19-5-13-1,13 May,2019,Haut-Katanga,,,78,,,"86,790,567",0.0899,
COD19-5-13-1,13 May,2019,Tanganyika,,,56,,,"86,790,567",0.0645,
COD19-5-25-1,25 May,2019,,,,,7,,"86,790,567",0.0000,0.0081
COD19-5-25-1,25 May,2019,Tanganyika,,,83,,,"86,790,567",0.0956,
COD19-5-25-1,25 May,2019,Haut-Katanga,,,84,,,"86,790,567",0.0968,
COD19-5-25-1,25 May,2019,Sud-Kivu,,,159,,,"86,790,567",0.1832,
COD19-5-25-1,25 May,2019,Kasaï,,,60,,,"86,790,567",0.0691,
COD19-6-8-1,8 Jun,2019,,,,397,,,"86,790,567",0.4574,
COD19-6-8-1,8 Jun,2019,Sud-Kivu,,,281,,,"86,790,567",0.3238,
COD19-6-8-1,8 Jun,2019,Sankuru,,,,2,,"86,790,567",,0.0023
COD19-6-8-1,8 Jun,2019,Equateur ,,,,1,,"86,790,567",,0.0012
COD19-6-8-1,8 Jun,2019,Nord-Kivu,,,,4,,"86,790,567",,0.0046
COD19-6-8-1,8 Jun,2019,Tanganyika,,,,1,,"86,790,567",,0.0012
COD19-6-22-1,22 Jun,2019,Nord-Kivu,,,174,,,"86,790,567",0.2005,
COD19-6-22-1,22 Jun,2019,Sud-Kivu,,,128,,,"86,790,567",0.1475,
COD19-7-6-1,6 Jul,2019,Nord-Kivu,,,124,,,"86,790,567",0.1429,
COD19-7-6-1,6 Jul,2019,Sud-Kivu,,,156,,,"86,790,567",0.1797,
COD19-7-20-1,20 Jul,2019,Nord-Kivu,,,156,,,"86,790,567",0.1797,
COD19-7-20-1,20 Jul,2019,Sud-Kivu,,,102,,,"86,790,567",0.1175,
COD19-8-3-1,3 Aug,2019,Nord-Kivu,,,200,,,"86,790,567",0.2304,
,24 Aug,2019,Nord-Kivu,Goma,,133,,,"86,790,567",0.1532,
COD19-9-22-1,22 Sep,2019,,,,925,19,2.054,"86,790,567",1.0658,0.0219
COD19-9-22-1,22 Sep,2019,Nord-Kivu,,,247,,,"86,790,567",0.2846,
COD19-9-22-1,22 Sep,2019,Sud-Kivu,,,246,,,"86,790,567",0.2834,
COD19-9-22-1,22 Sep,2019,Tanganyika,,,152,,,"86,790,567",0.1751,
COD19-9-22-1,22 Sep,2019,Haut-Lomami,,,169,,,"86,790,567",0.1947,
COD19-9-22-1,22 Sep,2019,Tshopo,,,70,,,"86,790,567",0.0807,
COD19-10-13-1,13 Oct,2019,Maniema,,,40,,,"86,790,567",0.0461,
COD19-11-9-1,9 Nov,2019,Nord-Kivu,Goma,,53,,,"86,790,567",0.0611,
COD19-12-22-1,22 Dec,2019,,,,"2,285",,,"86,790,567",2.6328,
COD19-12-22-1,22 Dec,2019,Sud-Kivu,,,697,,,"86,790,567",0.8031,
COD19-12-22-1,22 Dec,2019,Nord-Kivu,,,490,,,"86,790,567",0.5646,
COD19-12-22-1,22 Dec,2019,Tshopo,,,367,,,"86,790,567",0.4229,
COD19-12-22-1,22 Dec,2019,Tanganyika,,,297,,,"86,790,567",0.3422,
COD19-12-22-1,22 Dec,2019,Haut-Lomami,,,230,,,"86,790,567",0.2650,
COD19-12-22-1,22 Dec,2019,Haut-Katanga,,,204,,,"86,790,567",0.2350,
COD20-1-26-1,26 Jan,2020,,,,"2,651",43,1.622,"89,561,403",2.9600,0.0480
COD20-1-26-1,26 Jan,2020,Nord-Kivu,,,"1,084",,,"89,561,403",1.2103,
COD20-1-26-1,26 Jan,2020,Sud-Kivu,,,705,,,"89,561,403",0.7872,
COD20-1-26-1,26 Jan,2020,Haut-Katanga,,,341,,,"89,561,403",0.3807,
COD20-1-26-1,26 Jan,2020,Tanganyika,,,284,,,"89,561,403",0.3171,
COD20-3-4-1,4 Mar,2020,Haut-Katanga,,,,30,,"89,561,403",,0.0335
COD20-3-4-1,4 Mar,2020,Haut-Katanga,Lubumbashi,,200,12,6.000,"89,561,403",0.2233,0.0134
COD20-3-4-1,4 Mar,2020,Haut-Katanga,Lubumbashi,Kafubu,106,18,16.981,"89,561,403",0.1184,0.0201
COD20-3-18-1,18 Mar,2020,Kasaï-Oriental ,Mbuji-Mayi,,13,1,7.692,"89,561,403",0.0145,0.0011
COD20-4-12-1,13 Apr,2020,Lualaba,,,190,6,3.158,"89,561,403",0.2121,0.0067
COD20-4-12-1,13 Apr,2020,Lualaba,Lubudi,Bunkeya,110,3,2.727,"89,561,403",0.1228,0.0033
COD20-4-12-1,13 Apr,2020,Lualaba,Tandis,,62,2,3.226,"89,561,403",0.0692,0.0022
COD20-8-29-1,29 Jul,2020,Haut-Lomami,Ngandajika,,9,3,33.333,"89,561,403",0.0100,0.0033
COD20-9-28-1,28 Sep,2020,Kasaï-Oriental ,Mbuji-Mayi,,100,7,7.000,"89,561,403",0.1117,0.0078
COD20-10-12-1,13 Oct,2020,Haut-Katanga ,Mitwaba,,41,0,0.000,"89,561,403",0.0458,
COD20-11-16-1,16 Nov,2020,Kasaï-Oriental ,Mbuji-Mayi,,8,0,0.000,"89,561,403",0.0089,
COD20-11-21-1,21 Nov,2020,Haut-Lomami,Katanda,Kalambayi,55,8,14.545,"89,561,403",0.0614,0.0089
